timestamp,api,project_name,user_name,user_id,project_id,system_scope,domain_id,authorized
2025-12-25 12:11:38.695,identity:list_projects(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:41.080,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:43.336,identity:list_roles(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:46.340,identity:list_services(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:48.501,identity:list_domains(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:52.118,identity:validate_token(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:52.142,identity:get_user(user_id=member),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:52.172,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:11:52.224,identity:update_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:12:03.556,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:06.258,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:14.803,identity:get_project(project_id=demo-project),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:14.828,identity:list_projects(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:14.858,identity:update_project(project_id=c451de2c774640e3a2a6841cc5cc4b6d),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:17.885,identity:list_projects(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:27.177,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:14:32.581,identity:list_domains(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:15:52.807,identity:list_projects(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:16:40.959,identity:list_users(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:16:43.264,identity:list_roles(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:16:45.213,identity:list_users(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:16:47.965,identity:list_services(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:17:42.340,identity:list_projects(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:17:57.763,identity:list_projects(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:18:01.173,identity:list_users(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:18:05.845,identity:list_projects(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:18:16.963,identity:list_users(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:18:22.970,identity:list_users(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:18:30.623,identity:list_services(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:18:32.802,identity:list_roles(),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,yes
2025-12-25 12:20:29.678,identity:validate_token(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:29.724,identity:get_user(user_id=member),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:29.767,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:29.817,identity:update_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:39.225,identity:validate_token(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:39.253,identity:get_user(user_id=member),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:39.279,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:39.329,identity:update_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:44.068,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:49.503,identity:list_projects(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:20:57.933,identity:list_roles(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:21:00.661,identity:list_services(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:21:04.767,identity:list_domains(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:21:10.697,identity:validate_token(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:21:10.724,identity:get_user(user_id=member),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:21:10.754,identity:list_users(),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:21:10.799,identity:update_user(user_id=f9a617d0b73f471ca54e71c91ca6876b),admin,admin,6a4367ff14a349e69d7730a6229c46b0,938f3a5516bd40a68c730191901007e6,,,yes
2025-12-25 12:17:42.316,identity:get_project(project_id=demo-project),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,unknown
2025-12-25 12:17:42.372,identity:update_project(project_id=c451de2c774640e3a2a6841cc5cc4b6d),demo-project,newuser,cabfa0644cd8479389a17af69bea501a,c451de2c774640e3a2a6841cc5cc4b6d,,,unknown
# generated at 2025-12-25T12:30:24Z
